time/fps,time/time_elapsed,time/total_timesteps,time/iterations,time/rollout_time,time/train_time,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/clip_range_vf,train/explained_variance,train/std,train/approx_kl,train/policy_gradient_loss,train/loss,train/entropy_loss
1399,796,1114112,17,44.269978284835815,1.0957653522491455,0.0001,160,0.1,0.10044708251953124,8.474595296382905,1000.0,0.6782143712043762,0.9908232688903809,0.00215177,-0.0060948739293962715,4.1121697425842285,-33.835627508163455
1401,841,1179648,18,44.34442853927612,1.0975754261016846,0.0001,170,0.1,0.1066314697265625,8.124089419841766,1000.0,0.7003368139266968,0.9904540777206421,0.0022286102,-0.00630309428088367,3.8893790245056152,-33.822931957244876
1405,885,1245184,19,43.10662651062012,1.0865368843078613,0.0001,180,0.1,0.11412353515625,7.800665926933289,1000.0,0.7090933918952942,0.9899541139602661,0.0022804823,-0.00667575907355058,3.6861424446105957,-33.811831665039065
1408,930,1310720,20,43.5053346157074,1.0699551105499268,0.0001,190,0.1,0.09425201416015624,7.789630854129792,1000.0,0.7340419292449951,0.9893572330474854,0.0021470874,-0.00570151571300812,3.8599817752838135,-33.797461366653444
1411,974,1376256,21,43.19266605377197,1.054499626159668,0.0001,200,0.1,0.09593505859375,7.483175414800644,1000.0,0.7472769021987915,0.9884910583496094,0.0020349054,-0.006020577393064741,3.603986978530884,-33.77762093544006
1415,1018,1441792,22,42.85947370529175,1.0508458614349365,0.0001,210,0.1,0.09031219482421875,7.567926794290543,1000.0,0.7596315741539001,0.9873048663139343,0.0021021874,-0.0055842962421593255,3.7195680141448975,-33.751819944381715
1418,1062,1507328,23,42.70570731163025,1.049694299697876,0.0001,220,0.1,0.10260467529296875,7.190562230348587,1000.0,0.7654098272323608,0.9863299131393433,0.0021762075,-0.006169876398053021,3.489731788635254,-33.72408814430237
1422,1105,1572864,24,42.325912952423096,1.0434715747833252,0.0001,230,0.1,0.0917083740234375,7.045087206363678,1000.0,0.7819415330886841,0.9854733943939209,0.002119637,-0.0052782986225793135,3.490495443344116,-33.700610399246216
1426,1148,1638400,25,41.83044981956482,1.03643798828125,0.0001,240,0.1,0.09048004150390625,6.792677664756775,1000.0,0.7910205721855164,0.9839996099472046,0.0022525075,-0.0055445623758714644,3.3424036502838135,-33.670947265625
1429,1191,1703936,26,42.013509035110474,1.0773239135742188,0.0001,250,0.1,0.09842376708984375,6.790941685438156,1000.0,0.791671872138977,0.9829773306846619,0.002173223,-0.005829874849587214,3.2767820358276367,-33.638732290267946
1432,1235,1769472,27,42.72670888900757,1.069417953491211,0.0001,260,0.1,0.0929107666015625,6.458730435371399,1000.0,0.8021196126937866,0.9813096523284912,0.0020679717,-0.005673207783547696,3.189654588699341,-33.60332474708557
